,release_date,release_year,title,genre,prod_method,creative_type,budget,dom_gross,int_gross,world_gross,release_month
440,2014-10-03,2014,Annabelle,Horror,Live Action,Historical Fiction,6500000,84273813,172589107,256862920.0,October
441,2014-04-25,2014,The Other Woman,Comedy,Live Action,Contemporary Fiction,40000000,83911193,111200000,195111193.0,April
442,2014-11-26,2014,Penguins of Madagascar,Adventure,Digital Animation,Kids Fiction,132000000,83350911,283591620,366942531.0,November
443,2014-08-13,2014,Letâs Be Cops,Comedy,Live Action,Contemporary Fiction,17000000,82390774,54500000,136890774.0,August
444,2014-02-07,2014,The Monuments Men,Drama,Live Action,Historical Fiction,70000000,78031620,80671128,158702748.0,February
445,2014-07-25,2014,Hercules,Adventure,Live Action,Fantasy,100000000,72688614,170700000,243388614.0,July
446,2014-07-18,2014,The Purge: Anarchy,Thriller/Suspense,Live Action,Science Fiction,9000000,71562550,39972331,111534881.0,July
447,2014-10-10,2014,"Alexander and the Terrible, Horrible,…",Adventure,Live Action,Kids Fiction,28000000,66954149,34425138,101379287.0,October
448,2014-06-20,2014,Think Like a Man Too,Romantic Comedy,Live Action,Contemporary Fiction,24000000,65028687,4999246,70027933.0,June
449,2014-12-12,2014,Exodus: Gods and Kings,Drama,Live Action,Historical Fiction,140000000,65014513,203300000,268314513.0,December
450,2014-01-17,2014,The Nut Job,Adventure,Digital Animation,Kids Fiction,30000000,64251538,58278428,122529966.0,January
451,2014-03-21,2014,Godâs Not Dead,Drama,Live Action,Contemporary Fiction,1150000,60755732,3021360,63777092.0,March
452,2014-02-28,2014,Son of God,Drama,Live Action,Dramatization,22000000,59700064,11249729,70949793.0,February
453,2014-07-18,2014,Planes: Fire and Rescue,Adventure,Digital Animation,Kids Fiction,50000000,59157732,97241912,156399644.0,July
454,2014-03-07,2014,The Grand Budapest Hotel,Comedy,Live Action,Historical Fiction,31000000,59076019,104427495,163503514.0,March
455,2014-02-12,2014,RoboCop,Action,Live Action,Science Fiction,120000000,58607007,184374792,242981799.0,February
456,2014-10-10,2014,Dracula Untold,Action,Live Action,Fantasy,70000000,55991880,164249843,220241723.0,October
457,2014-11-26,2014,Horrible Bosses 2,Comedy,Live Action,Contemporary Fiction,40000000,54445357,51500000,105945357.0,November
458,2014-08-08,2014,The Hundred-Foot Journey,Romantic Comedy,Live Action,Contemporary Fiction,22000000,54235441,40035047,94270488.0,August
459,2014-09-12,2014,No Good Deed,Thriller/Suspense,Live Action,Contemporary Fiction,13200000,52543632,1779578,54323210.0,September
460,2014-03-21,2014,Muppets Most Wanted,Adventure,Live Action,Kids Fiction,55000000,51178893,28133408,79312301.0,March
461,2014-10-24,2014,Ouija,Horror,Live Action,Contemporary Fiction,5000000,50856010,52444622,103300632.0,October
462,2014-09-26,2014,The Boxtrolls,Adventure,Stop-Motion Animation,Kids Fiction,60000000,50837305,61061436,111898741.0,September
463,2014-01-17,2014,Jack Ryan: Shadow Recruit,Action,Live Action,Contemporary Fiction,60000000,50577412,80800000,131377412.0,January
464,2014-08-22,2014,If I Stay,Drama,Live Action,Contemporary Fiction,11000000,50474843,27881327,78356170.0,August
465,2014-10-17,2014,The Book of Life,Adventure,Digital Animation,Fantasy,50000000,50151543,47500000,97651543.0,October
466,2014-02-14,2014,About Last Night,Romantic Comedy,Live Action,Contemporary Fiction,13000000,48637684,1808176,50445860.0,February
467,2014-08-08,2014,Into the Storm,Thriller/Suspense,Live Action,Contemporary Fiction,50000000,47602194,102827177,150429371.0,August
468,2014-10-10,2014,The Judge,Drama,Live Action,Contemporary Fiction,50000000,47119388,28954168,76073556.0,October
469,2014-06-20,2014,Jersey Boys,Drama,Live Action,Dramatization,40000000,47047013,18235719,65282732.0,June
470,2014-05-23,2014,Blended,Romantic Comedy,Live Action,Contemporary Fiction,45000000,46290741,81700000,127990741.0,May
471,2014-08-15,2014,The Giver,Drama,Live Action,Science Fiction,25000000,45090374,21449831,66540205.0,August
472,2014-10-10,2014,St. Vincent,Comedy,Live Action,Contemporary Fiction,13000000,44137712,10699522,54837234.0,October
473,2014-03-14,2014,Need for Speed,Action,Live Action,Contemporary Fiction,66000000,43568507,150601112,194169619.0,March
474,2014-10-24,2014,John Wick,Action,Live Action,Contemporary Fiction,30000000,43037835,33149955,76187790.0,October
475,2014-05-30,2014,A Million Ways to Die in The West,Comedy,Live Action,Historical Fiction,40000000,42720965,44057592,86778557.0,May
476,2014-10-17,2014,Birdman or (The Unexpected Virtue of …,Black Comedy,Live Action,Contemporary Fiction,18000000,42340598,60874496,103215094.0,October
477,2014-09-12,2014,Dolphin Tale 2,Drama,Live Action,Kids Fiction,36000000,42024533,15800000,57824533.0,September
478,2014-08-15,2014,The Expendables 3,Action,Live Action,Contemporary Fiction,100000000,39322544,170138834,209461378.0,August
479,2014-07-02,2014,Earth to Echo,Adventure,Animation/Live Action,Kids Fiction,13000000,38934842,3239703,42174545.0,July
480,2014-07-18,2014,Sex Tape,Comedy,Live Action,Contemporary Fiction,40000000,38543473,87526036,126069509.0,July
481,2014-12-03,2014,Wild,Drama,Live Action,Dramatization,15000000,37880356,14580187,52460543.0,December
482,2014-05-16,2014,Million Dollar Arm,Drama,Live Action,Contemporary Fiction,25000000,36447959,2769953,39217912.0,May
483,2014-11-07,2014,The Theory of Everything,Drama,Live Action,Dramatization,15000000,35893537,87434155,123327692.0,November
484,2014-09-19,2014,This is Where I Leave You,Comedy,Live Action,Contemporary Fiction,20000000,34296320,7000000,41296320.0,September
485,2014-12-10,2014,The Gambler,Drama,Live Action,Contemporary Fiction,25000000,33680992,5037039,38718031.0,December
486,2014-01-03,2014,Paranormal Activity: The Marked Ones,Horror,Live Action,Contemporary Fiction,5000000,32462372,58442482,90904854.0,January
487,2014-10-31,2014,Nightcrawler,Thriller/Suspense,Live Action,Contemporary Fiction,8500000,32381218,17953200,50334418.0,October
488,2014-05-09,2014,Chef,Comedy,Live Action,Contemporary Fiction,0,31424004,15405305,46829309.0,May
489,2014-02-21,2014,3 Days to Kill,Thriller/Suspense,Live Action,Contemporary Fiction,28000000,30697999,8261901,38959900.0,February
490,2014-07-02,2014,Deliver Us from Evil,Horror,Live Action,Fantasy,30000000,30577122,57379496,87956618.0,July
491,2014-08-01,2014,Get on Up,Drama,Live Action,Dramatization,30000000,30569935,2769933,33339868.0,August
492,2014-08-22,2014,When the Game Stands Tall,Drama,Live Action,Contemporary Fiction,15000000,30127963,10949,30138912.0,August
493,2014-04-11,2014,Draft Day,Drama,Live Action,Contemporary Fiction,25000000,28842237,1005243,29847480.0,April
494,2014-04-11,2014,Oculus,Horror,Live Action,Contemporary Fiction,5000000,27695246,16420250,44115496.0,April
495,2014-10-17,2014,The Best of Me,Drama,Live Action,Contemporary Fiction,26000000,26766213,14293205,41059418.0,October
496,2014-01-31,2014,That Awkward Moment,Romantic Comedy,Live Action,Contemporary Fiction,8000000,26068955,27000000,53068955.0,January
497,2014-09-19,2014,A Walk Among the Tombstones,Action,Live Action,Historical Fiction,28000000,26017685,36090902,62108587.0,September
498,2014-01-10,2014,Her,Drama,Live Action,Science Fiction,23000000,25568251,22475747,48043998.0,January
499,2014-07-11,2014,Boyhood,Drama,Live Action,Contemporary Fiction,4000000,25379975,31893074,57273049.0,July
500,2015-12-18,2015,Star Wars Ep. VII: The Force Awakens,Adventure,Animation/Live Action,Science Fiction,306000000,936662225,1128815859,2065478084.0,December
501,2015-06-12,2015,Jurassic World,Action,Live Action,Science Fiction,215000000,652270625,1017673342,1669943967.0,June
502,2015-05-01,2015,Avengers: Age of Ultron,Action,Animation/Live Action,Super Hero,365000000,459005868,937093334,1396099202.0,May
503,2015-06-19,2015,Inside Out,Adventure,Digital Animation,Kids Fiction,175000000,356461711,498748492,855210203.0,June
504,2015-04-03,2015,Furious 7,Action,Live Action,Contemporary Fiction,190000000,353007020,1165715774,1518722794.0,April
505,2015-07-10,2015,Minions,Adventure,Digital Animation,Kids Fiction,74000000,336045770,823585370,1159631140.0,July
506,2015-11-20,2015,The Hunger Games: Mockingjay - Part 2,Thriller/Suspense,Live Action,Science Fiction,160000000,281723902,367262885,648986787.0,November
507,2015-10-02,2015,The Martian,Thriller/Suspense,Live Action,Science Fiction,108000000,228433663,426760537,655194200.0,October
508,2015-03-13,2015,Cinderella,Drama,Live Action,Fantasy,95000000,201151353,333400000,534551353.0,March
509,2015-11-06,2015,Spectre,Action,Live Action,Contemporary Fiction,300000000,200074175,679426585,879500760.0,November
510,2015-07-31,2015,Mission: ImpossibleâRogue Nation,Action,Live Action,Contemporary Fiction,150000000,195042377,493816615,688858992.0,July
511,2015-05-15,2015,Pitch Perfect 2,Comedy,Live Action,Contemporary Fiction,29000000,184296230,103329238,287625468.0,May
512,2015-12-25,2015,The Revenant,Adventure,Live Action,Dramatization,135000000,183637894,349300408,532938302.0,December
513,2015-07-17,2015,Ant-Man,Action,Live Action,Super Hero,130000000,180202163,338656286,518858449.0,July
514,2015-03-27,2015,Home,Adventure,Digital Animation,Kids Fiction,130000000,177397510,208600386,385997896.0,March
515,2015-09-25,2015,Hotel Transylvania 2,Adventure,Digital Animation,Kids Fiction,80000000,169700110,299800188,469500298.0,September
516,2015-02-13,2015,Fifty Shades of Grey,Drama,Live Action,Contemporary Fiction,40000000,166167230,404830871,570998101.0,February
517,2015-02-06,2015,The SpongeBob Movie: Sponge Out of Water,Adventure,Animation/Live Action,Kids Fiction,74000000,162994032,148019149,311013181.0,February
518,2015-08-14,2015,Straight Outta Compton,Drama,Live Action,Dramatization,28000000,161197785,40985196,202182981.0,August
519,2015-05-29,2015,San Andreas,Adventure,Live Action,Science Fiction,110000000,155190832,301067707,456258539.0,May
520,2015-05-15,2015,Mad Max: Fury Road,Action,Live Action,Science Fiction,150000000,153636354,214607282,368243636.0,May
521,2015-12-25,2015,Daddyâs Home,Comedy,Live Action,Contemporary Fiction,50000000,150357137,91147852,241504989.0,December
522,2015-03-20,2015,The Divergent Series: Insurgent,Action,Live Action,Science Fiction,110000000,130179072,164896810,295075882.0,March
523,2015-11-06,2015,The Peanuts Movie,Adventure,Digital Animation,Kids Fiction,99000000,130178411,119913199,250091610.0,November
524,2015-02-13,2015,Kingsman: The Secret Service,Action,Live Action,Contemporary Fiction,94000000,128261724,276300000,404561724.0,February
525,2015-11-25,2015,The Good Dinosaur,Adventure,Digital Animation,Kids Fiction,187500000,123087120,210683917,333771037.0,November
526,2015-06-05,2015,Spy!,Comedy,Live Action,Contemporary Fiction,65000000,110825712,121760036,232585748.0,June
527,2015-07-17,2015,Trainwreck,Comedy,Live Action,Contemporary Fiction,35000000,110212700,30911197,141123897.0,July
528,2015-11-25,2015,Creed,Drama,Live Action,Contemporary Fiction,37000000,109767581,63800000,173567581.0,November
529,2015-05-22,2015,Tomorrowland,Adventure,Live Action,Science Fiction,170000000,93436322,113191196,206627518.0,May
530,2015-03-27,2015,Get Hard,Comedy,Live Action,Contemporary Fiction,40000000,90411453,16100000,106511453.0,March
531,2015-07-01,2015,Terminator: Genisys,Action,Live Action,Science Fiction,155000000,89760956,342389938,432150894.0,July
532,2015-01-09,2015,Taken 3,Action,Live Action,Contemporary Fiction,48000000,89256424,238400000,327656424.0,January
533,2015-12-18,2015,Sisters,Comedy,Live Action,Contemporary Fiction,30000000,87044645,18986015,106030660.0,December
534,2015-12-18,2015,Alvin and the Chipmunks: The Road Chip,Adventure,Animation/Live Action,Kids Fiction,90000000,85886987,163630969,249517956.0,December
535,2015-09-18,2015,Maze Runner: The Scorch Trials,Thriller/Suspense,Live Action,Science Fiction,61000000,81697192,228868970,310566162.0,September
536,2015-06-26,2015,Ted 2,Comedy,Animation/Live Action,Fantasy,68000000,81476385,135737758,217214143.0,June
537,2015-10-16,2015,Goosebumps,Horror,Animation/Live Action,Fantasy,58000000,80069458,78835866,158905324.0,October
538,2015-07-24,2015,Pixels,Adventure,Animation/Live Action,Science Fiction,90000000,78765986,165275818,244041804.0,July
539,2015-01-16,2015,Paddington,Adventure,Animation/Live Action,Kids Fiction,55000000,76223578,181706765,257930343.0,January
540,2015-09-25,2015,The Intern,Comedy,Live Action,Contemporary Fiction,40000000,75764672,121351038,197115710.0,September
541,2015-10-16,2015,Bridge of Spies,Thriller/Suspense,Live Action,Historical Fiction,40000000,72313754,90184584,162498338.0,October
542,2015-04-17,2015,Paul Blart: Mall Cop 2,Adventure,Live Action,Contemporary Fiction,38000000,71091594,36559052,107650646.0,April
543,2015-12-11,2015,The Big Short,Drama,Live Action,Historical Fiction,28000000,70259870,62902882,133162752.0,December
544,2015-08-28,2015,War Room,Drama,Live Action,Contemporary Fiction,3000000,67790117,6196787,73986904.0,August
545,2015-07-01,2015,Magic Mike XXL,Comedy,Live Action,Contemporary Fiction,14500000,66013057,57647540,123660597.0,July
546,2015-09-11,2015,The Visit,Thriller/Suspense,Live Action,Contemporary Fiction,5000000,65206105,33471711,98677816.0,September
547,2015-01-16,2015,The Wedding Ringer,Comedy,Live Action,Contemporary Fiction,23000000,64460211,15711385,80171596.0,January
548,2015-09-18,2015,Black Mass,Drama,Live Action,Dramatization,53000000,62575678,36262194,98837872.0,September
549,2015-07-29,2015,Vacation,Comedy,Live Action,Contemporary Fiction,31000000,58884188,43422312,102306500.0,July
550,2015-09-11,2015,The Perfect Guy,Thriller/Suspense,Live Action,Contemporary Fiction,18000000,57027435,3250731,60278166.0,September
551,2015-12-25,2015,Joy,Drama,Live Action,Dramatization,60000000,56451232,44682827,101134059.0,December
552,2015-08-07,2015,Fantastic Four,Action,Live Action,Super Hero,120000000,56117548,111731639,167849187.0,August
553,2015-12-25,2015,The Hateful Eight,Western,Live Action,Historical Fiction,62000000,54117416,93985457,148102873.0,December
554,2015-02-27,2015,Focus,Romantic Comedy,Live Action,Contemporary Fiction,65000000,53862963,114202737,168065700.0,February
555,2015-07-24,2015,Southpaw,Drama,Live Action,Contemporary Fiction,30000000,52421953,41734503,94156456.0,July
556,2015-06-05,2015,Insidious Chapter 3,Horror,Live Action,Contemporary Fiction,10000000,52218558,68234597,120453155.0,June
557,2015-01-09,2015,Selma,Drama,Live Action,Dramatization,20000000,52076908,14699668,66776576.0,January
558,2015-02-06,2015,Jupiter Ascending,Action,Live Action,Science Fiction,179000000,47482519,134500000,181982519.0,February
559,2015-05-22,2015,Poltergeist,Horror,Live Action,Fantasy,35000000,47425125,48287944,95713069.0,May
560,2015-09-18,2015,Sicario,Thriller/Suspense,Live Action,Contemporary Fiction,30000000,46889293,37504456,84393749.0,September
561,2015-08-14,2015,The Man From U.N.C.L.E.,Action,Live Action,Historical Fiction,75000000,45445109,63072626,108517735.0,August
562,2015-11-06,2015,Spotlight,Drama,Live Action,Dramatization,20000000,45055776,46846662,91902438.0,November
563,2015-02-20,2015,"McFarland, USA",Drama,Live Action,Dramatization,17000000,44480275,1227649,45707924.0,February
564,2015-08-07,2015,The Gift,Thriller/Suspense,Live Action,Contemporary Fiction,5000000,43787265,15191212,58978477.0,August
565,2015-09-18,2015,Everest,Thriller/Suspense,Live Action,Dramatization,65000000,43482270,177814791,221297061.0,September
566,2015-11-20,2015,The Night Before,Comedy,Live Action,Contemporary Fiction,25000000,43035725,9532374,52568099.0,November
567,2015-12-04,2015,Krampus,Black Comedy,Live Action,Fantasy,15000000,42725475,19062918,61788393.0,December
568,2015-06-26,2015,Max,Adventure,Live Action,Contemporary Fiction,20000000,42656255,1001902,43658157.0,June
569,2015-04-24,2015,The Age of Adaline,Drama,Live Action,Fantasy,30000000,42629776,26354760,68984536.0,April
570,2015-11-04,2015,Brooklyn,Drama,Live Action,Historical Fiction,11000000,38322743,23753398,62076141.0,November
571,2015-04-10,2015,The Longest Ride,Drama,Live Action,Contemporary Fiction,34000000,37446117,26356811,63802928.0,April
572,2015-01-23,2015,The Boy Next Door,Thriller/Suspense,Live Action,Contemporary Fiction,4000000,36006065,17395873,53401938.0,January
573,2015-10-09,2015,Pan,Adventure,Live Action,Fantasy,150000000,35088320,116437653,151525973.0,October
574,2015-05-08,2015,Hot Pursuit,Comedy,Live Action,Contemporary Fiction,35000000,34580201,11091311,45671512.0,May
575,2015-12-25,2015,Concussion,Drama,Live Action,Contemporary Fiction,35000000,34531832,15831958,50363790.0,December
576,2015-02-20,2015,The DUFF,Comedy,Live Action,Contemporary Fiction,8500000,34030343,9498291,43528634.0,February
577,2015-04-01,2015,Woman in Gold,Drama,Live Action,Contemporary Fiction,11000000,33307793,25278614,58586407.0,April
578,2015-03-06,2015,The Second Best Exotic Marigold Hotel,Comedy,Live Action,Contemporary Fiction,10000000,33078266,57306040,90384306.0,March
