,title,production_year,budget,dom_gross,int_gross,creative_type,prod_method,genre
320,Adam Resurrected,2008,10000000,0,90909,,,
321,"Run, Fatboy, Run",2008,10000000,6003262,27508998,Contemporary Fiction,Live Action,Comedy
322,Joheunnom nabbeunnom isanghannom,2008,10000000,128486,42098171,Historical Fiction,Live Action,Action
323,"War, Inc.",2008,10000000,580862,718993,Contemporary Fiction,Live Action,Black Comedy
324,Saw V,2008,10800000,56746769,61463009,Contemporary Fiction,Live Action,Horror
325,The Secret Life of Bees,2008,11000000,37780486,2213861,Historical Fiction,Live Action,Drama
326,High School Musical 3: Senior Year,2008,11000000,90559416,183833464,Contemporary Fiction,Live Action,Musical
327,The Eye,2008,12000000,31418697,26159068,Fantasy,Live Action,Thriller/Suspense
328,Quarantine,2008,12000000,31691811,10232963,Contemporary Fiction,Live Action,Horror
329,Life Before Her Eyes,2008,12000000,303439,6900000,Contemporary Fiction,Live Action,Drama
330,Charlie Bartlett,2008,12000000,3950294,1345615,Contemporary Fiction,Live Action,Comedy
331,Cadillac Records,2008,12000000,8195551,746965,Dramatization,Live Action,Drama
332,Married Life,2008,12000000,1506998,1468190,Historical Fiction,Live Action,Drama
333,Rachel Getting Married,2008,12000000,12796861,4678614,Contemporary Fiction,Live Action,Drama
334,Harold & Kumar Escape from Guantanamo Bay,2008,12000000,38108728,5244389,Contemporary Fiction,Live Action,Comedy
335,The Boy in the Striped Pyjamas,2008,12500000,9046156,35037247,Historical Fiction,Live Action,Drama
336,Män som hatar kvinnor,2008,13000000,12749992,96671919,Contemporary Fiction,Live Action,Thriller/Suspense
337,Ca$h,2008,13700000,0,11738256,Contemporary Fiction,Live Action,Comedy
338,Slumdog Millionaire,2008,14000000,141330703,243199737,Contemporary Fiction,Live Action,Drama
339,The Lucky Ones,2008,14000000,266967,0,Contemporary Fiction,Live Action,Drama
340,Ong-Bak 2,2008,15000000,102458,7480592,Contemporary Fiction,Live Action,Action
341,Transsiberian,2008,15000000,2203641,4175934,Contemporary Fiction,Live Action,Thriller/Suspense
342,Funny Games,2008,15000000,1294640,6905487,Contemporary Fiction,Live Action,Thriller/Suspense
343,Midnight Meat Train,2008,15000000,73548,1516698,Contemporary Fiction,Live Action,Thriller/Suspense
344,U2 3D,2008,15000000,12898847,13271555,Factual,Live Action,Concert/Performance
345,In Bruges,2008,15000000,7800825,26732958,Contemporary Fiction,Live Action,Comedy
346,The Rocker,2008,15000000,6409528,2357810,Contemporary Fiction,Live Action,Comedy
347,Bathory,2008,15000000,0,3436763,Historical Fiction,Live Action,Drama
348,The Yellow Handkerchief,2008,15500000,318623,0,,Live Action,Drama
349,Good,2008,16000000,31631,0,Historical Fiction,Live Action,Drama
350,Bienvenue chez les Ch'tis,2008,16000000,1477650,245996847,Contemporary Fiction,Live Action,Comedy
351,Vicky Cristina Barcelona,2008,16000000,23216709,81288108,Contemporary Fiction,Live Action,Comedy
352,The Women,2008,16000000,26902075,23201733,Contemporary Fiction,Live Action,Comedy
353,Chasseurs de dragons,2008,17000000,0,13446115,Kids Fiction,Digital Animation,Adventure
354,How She Move,2008,17000000,7070641,1537174,Contemporary Fiction,Live Action,Drama
355,Step Up 2 the Streets,2008,17500000,58017783,90569127,Contemporary Fiction,Live Action,Drama
356,Prom Night,2008,18000000,43869350,13324305,Contemporary Fiction,Live Action,Horror
357,RocknRolla,2008,18000000,5700626,22093713,Contemporary Fiction,Live Action,Action
358,Mongol,2008,18000000,5705761,21441588,Dramatization,Live Action,Drama
359,I Come with the Rain,2008,18000000,0,627422,Contemporary Fiction,,Thriller/Suspense
360,Ne le dis à personne,2008,18500000,6198883,27755135,Contemporary Fiction,Live Action,Thriller/Suspense
361,Sex Drive,2008,19000000,8402485,2010000,Contemporary Fiction,Live Action,Comedy
362,Der Baader Meinhof Komplex,2008,19700000,476270,16022557,Dramatization,Live Action,Action
363,Ghost Town,2008,20000000,13367624,16590604,Fantasy,Live Action,Romantic Comedy
364,The Bank Job,2008,20000000,30060660,36082345,Dramatization,Live Action,Thriller/Suspense
365,Admiral,2008,20000000,0,38585047,Historical Fiction,Live Action,Drama
366,Three Kingdoms: Resurrection of the Dragon,2008,20000000,0,22139590,Historical Fiction,Live Action,Action
367,The Children of Huang Shi,2008,20000000,1031872,7189828,Dramatization,Live Action,Drama
368,An American Carol,2008,20000000,7013191,8992,Fantasy,Live Action,Comedy
369,Strange Wilderness,2008,20000000,6575282,371802,Contemporary Fiction,Live Action,Comedy
370,Milk,2008,20000000,31841299,25452072,Dramatization,Live Action,Drama
371,One Missed Call,2008,20000000,26890041,17623425,Contemporary Fiction,Live Action,Horror
372,Meet the Browns,2008,20000000,41975388,0,Contemporary Fiction,Live Action,Comedy
373,Flash of Genius,2008,20000000,4442377,61734,Dramatization,Live Action,Drama
374,Lakeview Terrace,2008,20000000,39263506,5557793,Contemporary Fiction,Live Action,Thriller/Suspense
375,Be Kind Rewind,2008,20000000,11175164,19719083,Contemporary Fiction,Live Action,Comedy
376,Disaster Movie,2008,20000000,14190901,22529851,Contemporary Fiction,Live Action,Comedy
377,Appaloosa,2008,20000000,20211394,7700059,Historical Fiction,Live Action,Western
378,長江七號 (CJ7),2008,20000000,206678,47094093,Science Fiction,Animation/Live Action,Adventure
379,Beverly Hills Chihuahua,2008,20000000,94514402,59703766,Fantasy,Live Action,Adventure
380,The Stepfather,2008,20000000,29062561,165000,Contemporary Fiction,Live Action,Thriller/Suspense
381,My Best Friend's Girl,2008,20000000,19219250,15567861,Contemporary Fiction,Live Action,Comedy
382,"Synecdoche, New York",2008,20000000,3083538,1300000,Contemporary Fiction,Live Action,Drama
383,Doubt,2008,20000000,33446470,19744631,Historical Fiction,Live Action,Drama
384,Street Kings,2008,20000000,26418667,39039144,Contemporary Fiction,Live Action,Thriller/Suspense
385,Passchendaele,2008,20000000,4452423,904,Dramatization,Live Action,Drama
386,Swing Vote,2008,21000000,16289867,1300000,Contemporary Fiction,Live Action,Comedy
387,Never Back Down,2008,21000000,24850922,14468879,Contemporary Fiction,Live Action,Action
388,Mad Money,2008,22000000,20668843,4375214,Contemporary Fiction,Live Action,Comedy
389,Traitor,2008,22000000,23530831,4351395,Contemporary Fiction,Live Action,Thriller/Suspense
390,Igor,2008,22000000,19528602,11484747,Kids Fiction,Digital Animation,Adventure
391,Rogue,2008,23000000,10452,4662925,Contemporary Fiction,Live Action,Horror
392,The Longshots,2008,23000000,11511323,267073,Dramatization,Live Action,Drama
393,Zack and Miri Make a Porno,2008,24000000,31457946,5398360,Contemporary Fiction,Live Action,Comedy
394,Cloverfield,2008,25000000,80048433,91253793,Science Fiction,Live Action,Action
395,Stop-Loss,2008,25000000,10915744,313291,Dramatization,Live Action,Drama
396,Deception,2008,25000000,4598506,8251527,Contemporary Fiction,Live Action,Thriller/Suspense
397,Gran Torino,2008,25000000,148095302,126447783,Contemporary Fiction,Live Action,Drama
398,The House Bunny,2008,25000000,48237389,23153212,Contemporary Fiction,Live Action,Comedy
399,Blindness,2008,25000000,3073392,16979566,Contemporary Fiction,Live Action,Thriller/Suspense
400,Fly Me To the Moon,2008,25000000,14543943,28986338,Kids Fiction,Digital Animation,Adventure
401,The Ruins,2008,25000000,17432844,5477719,Contemporary Fiction,Live Action,Horror
402,W.,2008,25100000,25534493,3041285,Dramatization,Live Action,Drama
403,Pineapple Express,2008,26000000,87341380,15062639,Contemporary Fiction,Live Action,Comedy
404,What Just Happened,2008,27000000,1090947,1321176,Contemporary Fiction,Live Action,Comedy
405,The Duchess,2008,27000000,13848978,31311132,Dramatization,Live Action,Drama
406,The Sisterhood of the Traveling Pants 2,2008,27000000,44089964,180167,Contemporary Fiction,Live Action,Adventure
407,Welcome Home Roscoe Jenkins,2008,27500000,42436517,1171110,Contemporary Fiction,Live Action,Comedy
408,Role Models,2008,28000000,67300955,27199871,Contemporary Fiction,Live Action,Comedy
409,How to Lose Friends & Alienate People,2008,28000000,2775593,9255850,Contemporary Fiction,Live Action,Comedy
410,Frost/Nixon,2008,29000000,18622031,9830914,Dramatization,Live Action,Drama
411,88 Minutes,2008,30000000,16930884,16024515,Contemporary Fiction,Live Action,Thriller/Suspense
412,Forgetting Sarah Marshall,2008,30000000,63172463,42000579,Contemporary Fiction,Live Action,Comedy
413,Meet the Spartans,2008,30000000,38233676,46413155,Historical Fiction,Live Action,Comedy
414,27 Dresses,2008,30000000,76808654,83439151,Contemporary Fiction,Live Action,Romantic Comedy
415,Baby Mama,2008,30000000,60494212,3676235,Contemporary Fiction,Live Action,Comedy
416,Pride and Glory,2008,30000000,15740721,27700000,Contemporary Fiction,Live Action,Drama
417,The Reader,2008,32500000,34194407,78770468,Contemporary Fiction,Live Action,Drama
418,Doomsday,2008,33000000,11008770,10612418,Science Fiction,Live Action,Action
419,Mirrors,2008,35000000,30691439,46529157,Contemporary Fiction,Live Action,Horror
420,What Happens in Vegas...,2008,35000000,80277646,138258062,Contemporary Fiction,Live Action,Romantic Comedy
421,The X-Files: I Want to Believe,2008,35000000,20982478,47188314,Science Fiction,Live Action,Action
422,Untraceable,2008,35000000,28687835,23962116,Contemporary Fiction,Live Action,Thriller/Suspense
423,The Young Victoria,2008,35000000,11001272,20877619,Dramatization,Live Action,Drama
424,Superhero Movie,2008,35000000,26638520,46387782,Super Hero,Live Action,Comedy
425,Max Payne,2008,35000000,40689393,47085657,Contemporary Fiction,Live Action,Action
426,21,2008,35000000,81159365,78687064,Contemporary Fiction,Live Action,Thriller/Suspense
427,Punisher: War Zone,2008,35000000,8050977,2106557,Super Hero,Live Action,Action
428,Burn After Reading,2008,37000000,60355347,107812451,Contemporary Fiction,Live Action,Black Comedy
429,Space Chimps,2008,37000000,30105968,36923988,Kids Fiction,Digital Animation,Adventure
430,Twilight,2008,37000000,192769854,209510305,Fantasy,Live Action,Drama
431,Nim's Island,2008,37000000,48006762,53850663,Fantasy,Live Action,Adventure
432,The Express,2008,37500000,9793406,19903,Dramatization,Live Action,Drama
433,City of Ember,2008,38000000,7873007,9958551,Fantasy,Live Action,Adventure
434,Delgo,2008,40000000,915840,0,Kids Fiction,Digital Animation,Adventure
435,Made of Honor,2008,40000000,46012734,60536004,Contemporary Fiction,Live Action,Romantic Comedy
436,Red Cliff,2008,40000000,627047,119000000,Dramatization,Live Action,Action
437,Transporter 3,2008,40000000,31715062,75520530,Contemporary Fiction,Live Action,Action
438,Drillbit Taylor,2008,40000000,32862104,16824159,Contemporary Fiction,Live Action,Comedy
439,Soul Men,2008,40000000,12082391,263492,Contemporary Fiction,Live Action,Comedy
440,The Other Boleyn Girl,2008,40000000,26814957,51455013,Historical Fiction,Live Action,Drama
441,Vantage Point,2008,40000000,72266306,78620023,Contemporary Fiction,Live Action,Thriller/Suspense
442,Bangkok Dangerous,2008,45000000,15298133,31300000,Contemporary Fiction,Live Action,Action
443,Revolutionary Road,2008,45000000,22951340,56653480,Historical Fiction,Live Action,Drama
444,Miracle at St. Anna,2008,45000000,7916887,1759610,Historical Fiction,Live Action,Drama
445,Babylon A.D.,2008,45000000,22532572,47683925,Science Fiction,Live Action,Action
446,Journey to the Center of the Earth,2008,45000000,101704370,141476567,Science Fiction,Live Action,Adventure
447,Rambo,2008,47500000,42754105,69460426,Contemporary Fiction,Live Action,Action
448,Defiance,2008,50000000,28644813,24342941,Historical Fiction,Live Action,Drama
449,Yes Man,2008,50000000,97690976,128300000,Contemporary Fiction,Live Action,Comedy
450,Mamma Mia!,2008,52000000,144130063,471618709,Contemporary Fiction,Live Action,Musical
451,Seven Pounds,2008,54000000,69951824,96665504,Contemporary Fiction,Live Action,Drama
452,Semi-Pro,2008,55000000,33479698,10500665,Historical Fiction,Live Action,Comedy
453,The Forbidden Kingdom,2008,55000000,52075270,77000000,Fantasy,Live Action,Action
454,Changeling,2008,55000000,35739802,78065778,Contemporary Fiction,Live Action,Thriller/Suspense
455,Sex and the City,2008,57500000,152647258,262600000,Contemporary Fiction,Live Action,Comedy
456,Leatherheads,2008,58000000,31373938,9974690,Historical Fiction,Live Action,Romantic Comedy
457,"Che, Part 1: The Argentine",2008,58000000,1802521,29824849,Dramatization,Live Action,Drama
458,The Spirit,2008,60000000,19806188,19200000,Super Hero,Live Action,Action
459,Marley & Me,2008,60000000,143153751,104658260,Dramatization,Live Action,Comedy
460,Righteous Kill,2008,60000000,40081410,38400000,Contemporary Fiction,Live Action,Thriller/Suspense
461,The Tale of Despereaux,2008,60000000,50877145,39605172,Kids Fiction,Digital Animation,Adventure
462,The Happening,2008,60000000,64506874,98271510,Science Fiction,Live Action,Thriller/Suspense
463,In the Name of the King: A Dungeon Siege Tale,2008,60000000,4775656,8457564,Fantasy,Live Action,Action
464,Meet Dave,2008,60000000,11803254,38845552,Science Fiction,Live Action,Adventure
465,The Love Guru,2008,62000000,32235793,7923224,Contemporary Fiction,Live Action,Comedy
466,Step Brothers,2008,65000000,100468793,28000000,Contemporary Fiction,Live Action,Comedy
467,Death Race,2008,65000000,36316032,36200787,Science Fiction,Live Action,Action
468,Body of Lies,2008,67500000,39394666,79161864,Contemporary Fiction,Live Action,Thriller/Suspense
469,Fool's Gold,2008,72500000,70231041,39131925,Contemporary Fiction,Live Action,Adventure
470,Wanted,2008,75000000,134508551,207907909,Science Fiction,Live Action,Action
471,Bedtime Stories,2008,80000000,110101975,111366960,Fantasy,Live Action,Adventure
472,Eagle Eye,2008,80000000,101440743,79144516,Contemporary Fiction,Live Action,Thriller/Suspense
473,Get Smart,2008,80000000,130319208,96420208,Contemporary Fiction,Live Action,Comedy
474,The Day the Earth Stood Still,2008,80000000,79366978,158003372,Science Fiction,Live Action,Adventure
475,Four Christmases,2008,80000000,120146040,48165518,Contemporary Fiction,Live Action,Comedy
476,Jumper,2008,82500000,80172128,142468684,Science Fiction,Live Action,Adventure
477,Hellboy II: The Golden Army,2008,82500000,75986503,84401560,Super Hero,Live Action,Action
478,Horton Hears a Who,2008,85000000,154529439,144948447,Fantasy,Digital Animation,Adventure
479,Valkyrie,2008,90000000,83107829,120824345,Dramatization,Live Action,Thriller/Suspense
480,You Don't Mess With the Zohan,2008,90000000,100018837,102892154,Contemporary Fiction,Live Action,Comedy
481,Tropic Thunder,2008,90000000,110515313,80629943,Contemporary Fiction,Live Action,Comedy
482,The Spiderwick Chronicles,2008,92500000,71195053,91644614,Fantasy,Live Action,Adventure
483,"10,000 B.C.",2008,105000000,94784201,174281477,Historical Fiction,Live Action,Adventure
484,Astérix aux Jeux Olympiques,2008,113500000,999811,132000000,Fantasy,Live Action,Adventure
485,Speed Racer,2008,120000000,43945766,49448696,Science Fiction,Live Action,Action
486,Australia,2008,130000000,49554002,165526808,Historical Fiction,Live Action,Drama
487,Kung Fu Panda,2008,130000000,215434591,416475940,Kids Fiction,Digital Animation,Adventure
488,The Incredible Hulk,2008,137500000,134806913,130766946,Super Hero,Live Action,Adventure
489,Madagascar: Escape 2 Africa,2008,150000000,180174880,419505894,Kids Fiction,Digital Animation,Adventure
490,Hancock,2008,150000000,227946274,396287998,Super Hero,Live Action,Action
491,Bolt,2008,150000000,114053579,213961450,Kids Fiction,Digital Animation,Adventure
492,The Curious Case of Benjamin Button,2008,160000000,127509326,202122632,Fantasy,Live Action,Drama
493,The Mummy: Tomb of the Dragon Emperor,2008,175000000,102491776,303268449,Fantasy,Live Action,Adventure
494,WALL-E,2008,180000000,223808164,308699861,Science Fiction,Digital Animation,Adventure
495,Indiana Jones and the Kingdom of the Crystal Skull,2008,185000000,317101119,469534294,Historical Fiction,Live Action,Adventure
496,The Dark Knight,2008,185000000,533720947,468275260,Super Hero,Live Action,Action
497,Iron Man,2008,186000000,318604126,266567421,Super Hero,Live Action,Adventure
498,The Chronicles of Narnia: Prince Caspian,2008,225000000,141621490,275719798,Fantasy,Animation/Live Action,Adventure
499,Quantum of Solace,2008,230000000,169368427,422323651,Contemporary Fiction,Live Action,Action
500,Precious (Based on the Novel Push by Sapphire),2009,10000000,47566524,21156324,Historical Fiction,Live Action,Drama
501,The Open Road,2009,10000000,19716,0,Contemporary Fiction,Live Action,Drama
502,Motherhood,2009,10000000,93388,630000,Contemporary Fiction,Live Action,Comedy
503,The Good Guy,2009,10000000,100688,5772,Contemporary Fiction,Live Action,Romantic Comedy
504,Janky Promoters,2009,10000000,9069,0,Contemporary Fiction,Live Action,Comedy
505,High School,2009,10000000,139034,109099,Contemporary Fiction,Live Action,Comedy
506,World's Greatest Dad,2009,10000000,221805,73945,Contemporary Fiction,Live Action,Black Comedy
507,"The Goods: Live Hard, Sell Hard",2009,10000000,15122676,174642,Contemporary Fiction,Live Action,Comedy
508,The Joneses,2009,10000000,1475746,2065819,,,
509,Free Style,2009,10000000,141108,580000,,,
510,The Fourth Kind,2009,10000000,26218170,23268704,Historical Fiction,Live Action,Thriller/Suspense
511,Saw VI,2009,11000000,27693292,42059110,Contemporary Fiction,Live Action,Horror
512,Just Wright,2009,12000000,21540363,327302,Contemporary Fiction,Live Action,Romantic Comedy
513,Triangle,2009,12000000,0,1594955,,,
514,Home,2009,12000000,0,1620056,Factual,Live Action,Documentary
515,Nanjing! Nanjing!,2009,12000000,122558,20000000,Dramatization,Live Action,Drama
516,Ondine,2009,12000000,550472,7073,Contemporary Fiction,Live Action,Drama
517,Two Lovers,2009,12000000,3149034,13200000,Contemporary Fiction,Live Action,Drama
518,San qiang pai an jing qi,2009,12000000,190946,120000,Contemporary Fiction,Live Action,Drama
519,Solitary Man,2009,12500000,4360548,0,Contemporary Fiction,Live Action,Drama
520,The Perfect Game,2009,12500000,1089445,2841922,Dramatization,Live Action,Drama
521,Sorority Row,2009,12500000,11965282,14770515,Contemporary Fiction,Live Action,Horror
522,Un Prophète,2009,13000000,2087720,17822904,Contemporary Fiction,Live Action,Drama
523,Margaret,2009,14000000,47185,576107,Contemporary Fiction,Live Action,Drama
524,Les herbes folles,2009,14000000,403952,1500000,Contemporary Fiction,Live Action,Thriller/Suspense
525,A Perfect Getaway,2009,14000000,15515460,7300000,Contemporary Fiction,Live Action,Thriller/Suspense
526,Stan Helsing: A Parody,2009,14000000,0,1553556,Contemporary Fiction,Live Action,Comedy
527,My Bloody Valentine,2009,14000000,51545952,51290050,Contemporary Fiction,Live Action,Horror
528,Easy Virtue,2009,14000000,2656784,17880957,Historical Fiction,Live Action,Romantic Comedy
529,The Hurt Locker,2009,15000000,17017811,32876412,Contemporary Fiction,Live Action,Drama
530,Post Grad,2009,15000000,6382178,181224,Contemporary Fiction,Live Action,Romantic Comedy
531,San suk si gin,2009,15000000,0,2013340,Contemporary Fiction,Live Action,Drama
532,Whip It,2009,15000000,13077184,5812788,Contemporary Fiction,Live Action,Comedy
533,The Last House on the Left,2009,15000000,32752215,13774028,Contemporary Fiction,Live Action,Horror
534,Halloween 2,2009,15000000,33392973,5119877,Fantasy,Live Action,Horror
535,All About Steve,2009,15000000,33862903,6264356,Contemporary Fiction,Live Action,Romantic Comedy
536,Whatever Works,2009,15000000,5306706,29800000,Contemporary Fiction,Live Action,Romantic Comedy
537,The Unborn,2009,16000000,42670410,35538402,Fantasy,Live Action,Horror
538,Jennifer's Body,2009,16000000,16204793,15738608,Fantasy,Live Action,Thriller/Suspense
539,Haeundae,2009,16000000,0,64733391,,,
540,Hachiko: A Dog's Story,2009,16000000,0,47707417,Contemporary Fiction,Live Action,Drama
541,Beastly,2009,17000000,27865571,10162659,Fantasy,Live Action,Drama
542,My Life in Ruins,2009,17000000,8677425,11800000,Contemporary Fiction,Live Action,Romantic Comedy
543,Friday the 13th,2009,17000000,65002019,27668218,Fantasy,Live Action,Horror
544,Brooklyn's Finest,2009,17000000,27163593,12069640,Contemporary Fiction,Live Action,Thriller/Suspense
545,Madea Goes To Jail,2009,17500000,90508336,0,Contemporary Fiction,Live Action,Comedy
546,Love Happens,2009,18000000,22965110,13167904,Contemporary Fiction,Live Action,Drama
547,Das Weisse Band: Eine deutsche Kindergeschichte,2009,18000000,2222862,23504182,Historical Fiction,Live Action,Drama
548,Mao's Last Dancer,2009,18000000,4806750,21134687,Dramatization,Live Action,Drama
549,The Informers,2009,18000000,315000,0,Historical Fiction,Live Action,Thriller/Suspense
550,"I Love You, Beth Cooper",2009,18000000,14800725,1581813,Contemporary Fiction,Live Action,Comedy
551,Observe and Report,2009,18000000,24007324,3141574,Contemporary Fiction,Live Action,Comedy
552,Fame,2009,18000000,22455510,57772109,Contemporary Fiction,Live Action,Musical
553,The Invention of Lying,2009,18500000,18451251,14228013,Fantasy,Live Action,Comedy
554,Notorious,2009,19000000,36843682,8128501,Dramatization,Live Action,Drama
555,Leap Year,2009,19000000,25918920,6700000,Contemporary Fiction,Live Action,Romantic Comedy
556,I Can Do Bad All By Myself,2009,19000000,51733921,0,Contemporary Fiction,Live Action,Comedy
557,The Burning Plain,2009,20000000,200730,966362,Contemporary Fiction,Live Action,Drama
558,12 Rounds,2009,20000000,12234694,5071954,Contemporary Fiction,Live Action,Action
559,Crank 2: High Voltage,2009,20000000,13684249,21788490,Contemporary Fiction,Live Action,Thriller/Suspense
560,Bandslam,2009,20000000,5210988,7756841,Contemporary Fiction,Live Action,Comedy
561,Why Did I Get Married Too?,2009,20000000,60095852,735215,Contemporary Fiction,Live Action,Drama
562,Armored,2009,20000000,15988876,7672162,Contemporary Fiction,Live Action,Thriller/Suspense
563,Shorts,2009,20000000,20919166,8951635,Kids Fiction,Live Action,Adventure
564,Everybody's Fine,2009,20000000,9208876,0,Contemporary Fiction,Live Action,Drama
565,The Last Song,2009,20000000,62950384,29728564,Contemporary Fiction,Live Action,Drama
566,The Brothers Bloom,2009,20000000,3531756,2000000,Contemporary Fiction,Live Action,Black Comedy
567,Fired Up,2009,20000000,17231291,1377279,Contemporary Fiction,Live Action,Comedy
568,Capitalism: A Love Story,2009,20000000,14363397,4758134,Factual,Live Action,Documentary
569,Orphan,2009,20000000,41596251,37173177,Contemporary Fiction,Live Action,Drama
570,Obsessed,2009,20000000,68261644,5703069,Contemporary Fiction,Live Action,Thriller/Suspense
571,Away We Go,2009,21000000,9451946,656070,Contemporary Fiction,Live Action,Comedy
572,The Informant!,2009,22000000,33316821,8454347,Contemporary Fiction,Live Action,Thriller/Suspense
573,Coco avant Chanel,2009,23000000,6113834,44700000,Dramatization,Live Action,Drama
574,Shi Yue Wei Cheng,2009,23000000,0,44195779,Historical Fiction,,Action
575,Chéri,2009,23000000,2715657,0,Historical Fiction,Live Action,Drama
576,Zombieland,2009,23600000,75590286,26646310,Contemporary Fiction,Live Action,Comedy
577,The Men Who Stare at Goats,2009,24000000,32428195,34920023,Contemporary Fiction,Live Action,Black Comedy
578,Faster,2009,24000000,23240020,12552925,Contemporary Fiction,Live Action,Action
579,Love Ranch,2009,25000000,137885,8264,Dramatization,Live Action,Drama
580,Fighting,2009,25000000,23091010,9740697,Contemporary Fiction,Live Action,Action
581,La véritable histoire du Chat Botté,2009,25000000,0,8208594,,,
582,The Box,2009,25000000,15051977,11289919,Fantasy,Live Action,Thriller/Suspense
583,Bad Lieutenant: Port of Call New Orleans,2009,25000000,1702112,10711837,Contemporary Fiction,Live Action,Drama
584,Me and Orson Welles,2009,25000000,1190003,0,Historical Fiction,Live Action,Drama
585,Taken,2009,25000000,145000989,81940596,Contemporary Fiction,Live Action,Thriller/Suspense
586,Dance Flick,2009,25000000,25794018,6430606,Contemporary Fiction,Live Action,Comedy
587,The Road,2009,25000000,8114270,21092462,Science Fiction,Live Action,Drama
588,Brothers,2009,26000000,28544157,16499713,Historical Fiction,Live Action,Drama
589,Paul Blart: Mall Cop,2009,26000000,146336178,39568572,Contemporary Fiction,Live Action,Adventure
590,My Sister's Keeper,2009,27500000,49200230,47472772,Contemporary Fiction,Live Action,Drama
591,The Spy Next Door,2009,28000000,24307106,22445752,Kids Fiction,Live Action,Adventure
592,Taking Woodstock,2009,29000000,7460204,2606162,Dramatization,Live Action,Drama
593,Bride Wars,2009,30000000,58715510,56434914,Contemporary Fiction,Live Action,Comedy
594,Le Petit Nicolas,2009,30000000,201857,52137709,Kids Fiction,Live Action,Adventure
595,Up in the Air,2009,30000000,83823381,83019358,Contemporary Fiction,Live Action,Drama
596,District 9,2009,30000000,115646235,96807196,Science Fiction,Animation/Live Action,Thriller/Suspense
597,Hannah Montana the Movie,2009,30000000,79576189,89597017,Contemporary Fiction,Live Action,Drama
598,Dragonball Evolution,2009,30000000,9362785,48865675,Fantasy,Live Action,Adventure
599,The Imaginarium of Doctor Parnassus,2009,30000000,7689607,56663000,Fantasy,Live Action,Adventure
600,Drag Me To Hell,2009,30000000,42100625,49287862,Contemporary Fiction,Live Action,Horror
601,9,2009,30000000,31749894,16810105,Fantasy,Digital Animation,Adventure
602,Splice,2009,30000000,17010170,11532324,Science Fiction,Animation/Live Action,Horror
603,Barney's Version,2009,30000000,7502560,1343015,Dramatization,Live Action,Drama
604,Extraordinary Measures,2009,31000000,12482741,3344243,Dramatization,Live Action,Drama
605,Takers,2009,32000000,57744720,12842548,Contemporary Fiction,Live Action,Drama
606,Gake no ue no Ponyo,2009,34000000,15090399,190222267,Kids Fiction,Hand Animation,Adventure
607,Whiteout,2009,35000000,10275638,1979108,Contemporary Fiction,Live Action,Thriller/Suspense
608,The Back-up Plan,2009,35000000,37490007,37791172,Contemporary Fiction,Live Action,Romantic Comedy
609,Old Dogs,2009,35000000,49492060,45612244,Contemporary Fiction,Live Action,Comedy
610,The Hangover,2009,35000000,277322503,188441583,Contemporary Fiction,Live Action,Comedy
611,Hotel for Dogs,2009,35000000,73178547,49178625,Kids Fiction,Live Action,Adventure
612,The Blind Side,2009,35000000,255959475,49746319,Dramatization,Live Action,Drama
613,Underworld 3: Rise of the Lycans,2009,35000000,45802315,43300000,Fantasy,Live Action,Action
614,Hot Tub Time Machine,2009,36000000,50269859,15697891,Science Fiction,Live Action,Comedy
615,Obitaemyy ostrov,2009,36500000,0,15000000,Science Fiction,Live Action,Action
616,The Ugly Truth,2009,38000000,88915214,116383693,Contemporary Fiction,Live Action,Romantic Comedy
617,Push,2009,38000000,31811527,12600000,Science Fiction,Live Action,Thriller/Suspense
618,The Time Traveler's Wife,2009,39000000,63414846,38917289,Science Fiction,Live Action,Drama
619,Pandorum,2009,40000000,10330853,6702578,Science Fiction,Live Action,Horror
620,The Proposal,2009,40000000,163958031,150751686,Contemporary Fiction,Live Action,Romantic Comedy
621,He's Just Not That Into You,2009,40000000,93953653,87100004,Contemporary Fiction,Live Action,Romantic Comedy
622,Amelia,2009,40000000,14279575,5476502,Dramatization,Live Action,Drama
623,Julie & Julia,2009,40000000,94125426,32520693,Contemporary Fiction,Live Action,Comedy
624,"I Love You, Man",2009,40000000,72013010,20289492,Contemporary Fiction,Live Action,Comedy
625,17 Again,2009,40000000,64167069,75307837,Fantasy,Live Action,Comedy
626,Fantastic Mr. Fox,2009,40000000,21002919,26080493,Kids Fiction,Stop-Motion Animation,Adventure
627,The Final Destination,2009,40000000,66477700,120906927,Fantasy,Live Action,Horror
628,Cirque du Freak: The Vampire's Assistant,2009,40000000,14046595,25707362,Fantasy,Live Action,Action
629,The Karate Kid,2009,40000000,176591618,175183320,Contemporary Fiction,Live Action,Adventure
630,Brüno,2009,42000000,60054530,78653997,Contemporary Fiction,Live Action,Comedy
631,Micmacs,2009,42000000,1259693,10497229,Contemporary Fiction,Live Action,Comedy
632,Aliens in the Attic,2009,45000000,25200412,34350871,Science Fiction,Live Action,Adventure
633,Mr. Nobody,2009,46500000,3622,18632,Science Fiction,Live Action,Drama
634,Earth,2009,47000000,32011576,84761741,Factual,Live Action,Documentary
635,Street Fighter: The Legend of Chun-Li,2009,50000000,8742261,3918026,Contemporary Fiction,Live Action,Action
636,Race to Witch Mountain,2009,50000000,67172595,37931189,Science Fiction,Live Action,Adventure
